ID;Ciudad;Estrato;Edad;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado;Domingo;Trabajo_remoto;Transporte1;Compartido1;Tiempo1;Transporte2;Other.1;Compartido2;Tiempo2;Tecnologia_de_vehiculo;Other.2;Cilindrada;Kilometraje;Modelo;Costo_combustible;Costo_parqueadero;Costo_mantenimiento;Costo_obligaciones;Costo_depreciación;Costo_de_transporte;Comodidad;Rapidez;Costo;Conveniencia;Seguridad_personal;Menor_riesgo_de_accidente;Razones_ambientales;Salud;Problemas_de_salud,_por_ejemplo,_discapacidad;Compromisos_tales_como_dejar_o_recoger_pasajeros;Preferencia_Trabajo_Remoto;Economia;Tiempo;Conveniencia.1;Seguridad_personal.1;Menor_riesgo_de_accidente.1;Razones_ambientales.1;No_hay_acceso_a_transporte_publico;Salud.1;Problemas_de_salud,_por_ejemplo_discapacidad;Compromisos_tales_como_dejar_o_recoger_pasajeros.1;Otros;Desplazamientos_extra;OTROS_TRAYECTOS;Transporte_extra;Other.3;Transporte_almuerzo;Other.4;Tren;Cable;Transporte_integrado;Alimentador_de_sistema_masivo;Tranvia;Bus_o_Colectivo;Carro_propio_uso_individual;Carro_compartido_pasajero;Carro_compartido_conductor;Motocicleta_2T;Motocicleta_4T;Motocicleta_electrica;Taxi;Bicicleta_mecanica;Bicicleta_publica;Bicicleta_electrica_personal;Patineta;A_pie_o_caminata;Uber_o_similares;Bicicletas_eléctricas_compartidas_de_la_compañía;Patinetas_eléctricas_compartidas_de_la_compañía;Motivadores;Barreras;Sede;Genero;LATITUDE;LONGITUDE;Distancia_trabajo;dFlag;Viajes_std;Viajes_lab;Viajes_tr;Co2Flag_W;Co2Flag_lab_W;Co2Anual
rgvhbjyzgp907mtk7xlxagyrgvhbjyf3;Medellín;5;32;1;1;1;1;1;0;0;1;Bicicleta mecanica;;25;Bus o colectivo;;;35;;;;;;;;;;;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;Gastar menos tiempo en desplazamientos;1;;Taxi;;A pie o caminata;;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;Mejorar la calidad del aire y evitar trancones;Falta de ciclovias y falta de cultura;D;Masculino;6,2429579;-75,5958842;3,223455227;1-5 KM;9;0;1;0;0;0
rjzbmme3gdejchjcaukrjzbmgw36nga2;Medellín;3;46;1;1;1;1;1;0;0;0;Tranvia;;15;Bus o colectivo;;;45;Gasolina;;1600;0;0;;;;;;4710;1;1;1;1;1;0;1;1;0;0;0;;;;;;;;;;;;1;;Taxi;;A pie o caminata;;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Reducir mi huella de carbono y los efectos saludables de montar en bicicleta;Parqueo de bicicletas en las estaciones de Metro, si todas lo tuvieran se podría dar un transporte multimodal integrado;B;Femenino;6,2567706;-75,6091363;4,991916404;1-5 KM;10;0;0;1297,898265;0;67490,70978
rkrwt0xn7499tmcrkr64gx5plekhjx1g;Copacabana;2;34;1;1;1;1;1;0;0;0;Transporte integrado;;60;No utilizo otros medios de transporte;;;;;;;;;;;;;;6000;1;1;1;1;1;1;0;1;0;0;0;;;;;;;;;;;;0;1;Taxi;;A pie o caminata;;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;Realmente el transporte público siempre ha sido mi herramienta porque no tengo carro propio y nunca me ha disgustado el tener que usarlo, hace parte de mi rutina laboral, solo en estos tiempos de Pandemia sé que debo tener mucha prevención en caso de usarlos y poco me motiva la bicicleta pero fué porque nunca pude aprender a montar pero si tuviera que hacerlo para mañana es tarde.;Mi unica barrera es que aún no he podido aprender a montar bicicleta, por más que he intentado no lo he logrado, es algo de mi equilibrio motriz.;A;Femenino;6,357621;-75,505078;16,6329725;7-15 KM;10;1;0;5463,714435;1677,743543;371355,8149
rkxkaygoqx761fgfo8fih2k1rkxkaygo;Copacabana;3;35;1;1;1;1;1;0;0;1;Transporte integrado;;60;Bus o colectivo;;;30;;;;;;;;;;;10000;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Alimentación saludable y tiempo para actividades;0;0;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;Existiendo la posibilidad de utilizarlo en horas no picas;Las horas picos generan retrasos, capacidad de espacio;C;Femenino;6,3475377;-75,5112642;17,65327544;15-30 KM;10;0;1;5798,870639;0;301541,2733
rmx5l2qy14zlvawzn6wf9trmx5l2ua0k;Medellín;4;49;1;1;1;1;1;1;1;0;Carro propio uso individual;;60;Bus o colectivo;;;;Gasolina;;1390;90009;2012;80000;60000;400000;2218235;6500000;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;Por la pandemia (Covid19);1;;Carro propio uso individual;;No requiero desplazarme;;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;Trasporte publico por economía y por día de pico y placa;Cuando me toca ir a una sede muy retira de donde vivo, irme en bus es muy demorado y peligroso por la noche;B;Femenino;6,2636458;-75,5879006;3,175171101;1-5 KM;14;0;0;9077,101526;0;472009,2793
rnh2tmwx7u2djrnh2jmj76fgsjye7gpp;Medellín;4;40;1;1;1;1;1;0;0;0;Taxi;;25;Taxi;;;50;Gasolina;;1600;0;0;;;;;;30;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;Uso el taxi como transporte, porque si usara el transporte público tendría que utilizar: bus integrado, metro, hacer transbordo a otra línea y caminar varias cuadras. El regreso es imposible porque la estación del metro que me sirve se mantiene muy llena ala hora pico, entonces  para ahorrar dinero tocaría madrugar 1 horas más y esperar 1 hora después de la salida para regresar a casa y eso afecta mi calidad de vida.;1;;Transporte empresarial;;No requiero desplazarme;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;No, vivo en una loma que no facilita el uso de esas herramientas.;Vivir en una loma, no tener opciones de buses, solo el integrado;A;Femenino;6,2709652;-75,6001252;5,878805137;5-7 KM;10;0;0;15174,04209;0;789050,1889
rogj6fjlm3em5rov3tk6cj7n13qzm9h0;Medellín;5;52;0;0;0;0;0;0;0;0;Carro propio uso individual;;25;Bicicleta mecanica;;;;Gasolina;;1600;11000;2018;150000;100000;800000;2500000;5000000;0;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;;1;;Taxi;;Carro compartido conductor;;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;Medio Ambiente;Inseguridad y riesgo en las vías;D;Masculino;6,2419124;-75,5975198;3,415394266;1-5 KM;10;0;0;0;0;0
rozyxpegjf11y0wcrrozw6a3p3jb0lsg;Medellín;4;42;1;1;1;1;1;0;0;1;Tren;;30;Bus o colectivo;;;30;Gasolina;;1600;25000;2019;;;;;;6000;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;menor exposición;0;2;Taxi;;No requiero desplazarme;;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;bicicleta o caminata por salud y ecologia;horas pico,;D;Femenino;6,2577617;-75,6025823;4,177176561;1-5 KM;10;2;1;1177,96379;3355,487087;235739,4456
rr50l9ox8l3yni60rr50lmd39vxdt8vc;Bello;3;34;0;0;0;0;0;0;0;0;Tren;;30;Transporte integrado;;;15;;;;;;;;;;;5500;0;1;0;1;0;1;1;0;0;0;0;;;;;;;;;;;;0;0;Taxi;;Taxi;;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;tramitar civica para bicicletas;no;A;Masculino;6,3127345;-75,5711147;9,787031498;7-15 KM;10;0;0;0;0;0
rtf6v002qlmbtcx62y8gnrtf64253lfz;Medellín;4;40;1;1;1;1;1;0;0;0;Motocicleta 4T;;15;Bicicleta mecanica;;;;Gasolina;;125;16000;2014;20000;60000;150000;550000;2500000;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;0;Familia;1;;Motocicleta 4T;;No requiero desplazarme;;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;1;1;El transporte publico no lo considero opcion. La cicla si por su baja huella de carbono y la contribución a mi salud por la actividad física que implica;Barrera para la cicla, la ropa y el sudor, (llegar sudado);A;Masculino;6,2284615;-75,6046957;3,354501983;1-5 KM;10;0;0;1520,635981;0;79073,07103
rv6ej5t3ytpdv96xyvrv6ejlfvox4ixz;Medellín;4;32;1;1;1;1;1;1;0;0;Taxi;;40;A pie o caminata;;;5;;;;;;;;;;;15000;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;optimización del tiempo  en los desplazamientos;1;;Taxi;;;NINGUNO;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;1;SEGU CUIDADO PERSONAL (NO SENTIRME SUDADO);NO HAY RUTAS, ES EXTREMADAMENTE INCOMODO LOS DESPLAZAMIENTOS;A;Masculino;6,2488405;-75,5922549;3,338975634;1-5 KM;12;0;0;10342,05196;0;537786,702
rwng9gge1j4ggw65rwngv7du3td8uz59;Medellín;4;51;1;1;1;1;1;1;0;0;Bus o colectivo;;60;Tren;;;60;;;;;;;;;;;5000;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;;;;;0;2;Bus o colectivo;;;NO  APLICA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;LA  BICICLETA;CUANDO  ESTÁN MUY  LLENOS;D;Femenino;6,2324361;-75,6015971;4,106848307;1-5 KM;12;2;0;1618,855298;427,0330374;106386,1935
ry1mbrcnhwhv8zry143umensmgdcf43u;Medellín;2;23;1;1;1;1;1;0;0;0;Motocicleta 4T;;45;Transporte integrado;;;;Gasolina;;125;17800;2019;50000;50000;500000;1800000;2000000;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;Mas tiempo con mi familia;1;;Taxi;;Motocicleta 4T;;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;1;La bicicleta por no contaminar y ayudar a mi salud ejercitandome;No hay disponibilidad de bicicletas eléctricas o patinetas en la organización;A;Femenino;6,3050238;-75,5502551;9,326314399;7-15 KM;10;0;0;4227,730173;0;219841,969
ry3of1k5gi4goatary3of12ybu8fcpkz;Envigado;3;41;1;1;1;1;1;0;0;0;Transporte empresarial;;25;Transporte integrado;;;30;Gasolina;;1400;107000;2011;;;;;;12000;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;Transporte de equipos;1;;Bicicleta mecanica;;Bicicleta publica;;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;La bici por ejercicio y comodidad;No;A;Masculino;6,1642538;-75,5892273;6,83361004;5-7 KM;10;0;0;1426,077571;0;74156,03369
ryw2igtbssxzk16jqrywg2ymiqy6im99;Sabaneta;4;29;0;0;0;0;0;0;0;0;Tren;;45;No utilizo otros medios de transporte;;;;;;;;;;;;;;14000;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;1;;Taxi;;No requiero desplazarme;;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;uso siempre el transporte publico;en bicicleta, moto o patineta me da miedo, la oficina esta a una distancia larga de mi casa y no siento que sea un transporte seguro;D;Femenino;6,1545835;-75,6068272;10,98672979;7-15 KM;10;0;0;0;0;0
ryzyu2brmt5kgefopv7xqryzyu2akkkj;Caldas;3;40;1;1;1;1;1;0;0;0;Transporte integrado;;2;No utilizo otros medios de transporte;;;;;;;;;;;;;;6000;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;hoy por el riesgo que implica los desplazamientos;1;;Taxi;;No requiero desplazarme;;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;El transporte publico por ecologia;me gustaria usar bicicleta pero la distancia es larga;A;Masculino;6,0895822;-75,634441;16,3014159;7-15 KM;10;0;0;5354,802418;0;278449,7258
rz4hl06ef27nsg9vs13drz4hl06qu5s7;Medellín;5;40;1;1;1;1;1;0;0;1;Carro propio uso individual;;40;Taxi;;;;Gasolina;;1600;41000;2017;200000;160000;500000;2000000;13000000;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;;1;;Carro propio uso individual;;No requiero desplazarme;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Tiempo de desplazamiento, espacio que comparto con mi hija llevándola al colegio, distancia y seguridad;D;Femenino;6,2164925;-75,6011516;4,970385458;1-5 KM;10;0;1;12829,28017;0;667122,5688
rzg42bbreh0syvrqxfcnrzg42bbz621i;Medellín;4;34;1;1;1;1;1;0;0;1;Bus o colectivo;;30;Carro propio uso individual;;;20;Gasolina;;1600;88000;2013;;;;;;5000;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;un mayor grado de concentracion, me permite adminstrar mejor el tiempo, y como tengo una bebe es mas facil llevarla y recojerla del sitio donde la cuidan.;1;;Taxi;;Carro propio uso individual;;0;0;0;0;0;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;0;Factores ambientales, de movilidad, economia en tiempo y dinero, salud.;No tengo bicicleta ni electrica ni mecanica, trato de evitar al maximo utilizar el vehiculo personal.;C;Masculino;6,2036484;-75,6051913;1,991287762;1-5 KM;10;0;1;654,1120471;0;34013,82645
rzmx22l3zelde1ffjuf1vsyrzmx2dmcf;Medellín;2;26;0;1;0;0;0;0;0;0;Motocicleta 4T;;30;No utilizo otros medios de transporte;;;;Gasolina;;160;3600;2020;100000;50000;3000000;800000;1500000;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;El tiempo de trabajo es efectivo;1;;Motocicleta 4T;;No requiero desplazarme;;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;1;1;Cuidado ambiental, cuidado del agua, el planeta es lo más importante;Situación económica, distancia del trabajo a la casa;B;Masculino;6,2698244;-75,6275923;7,378247725;7-15 KM;2;0;0;668,9296371;0;34784,34113
rzrhehziaga62dwmy3hrzrhq3m5iudzl;Medellín;3;35;1;1;1;1;1;0;0;1;Bus o colectivo;;40;Taxi;;;20;;;;;;;;;;;5000;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;NO;1;;Transporte empresarial;;No requiero desplazarme;;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NO;NO;D;Femenino;6,2489792;-75,6066112;4,414468311;1-5 KM;10;0;1;1450,09524;0;75404,95246
s0e75hhwx1jols0efirli4vwf60qn9il;Envigado;5;35;1;1;1;1;1;0;0;0;Carro propio uso individual;;15;Carro propio uso individual;;;;Electrico;;;2800;2020;30000;85000;300000;2000000;4000000;0;1;1;0;1;1;1;1;1;0;0;0;;;;;;;;;;;;1;;Carro propio uso individual;;A pie o caminata;;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;No aplica;Tiempo de desplazamiento y cantidad de trnsferencias (3);C;Masculino;6,1544898;-75,5738771;6,04022442;5-7 KM;10;0;0;15590,68849;0;810715,8017
s3awccbpy67wlqn1ilvpvs3awcc73rh4;Medellín;3;26;1;1;1;1;1;0;0;1;Motocicleta 4T;;10;Carro compartido pasajero;;;;;;;;;;;;;;15000;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;;1;;Motocicleta 4T;;A pie o caminata;;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;Mayor facilidad de desplazamiento en horas pico;No tener acceso a estos;A;Masculino;6,263756;-75,5705026;4,387013168;1-5 KM;10;0;1;2863,707386;0;148912,7841
s3rm4mz8tnlhcpdkts3rm6lbznt8em2n;Bello;3;48;1;1;1;1;1;0;0;1;Bus o colectivo;;80;Motocicleta 4T;;;40;;;;;;;;;;;3000;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;0;Taxi;;A pie o caminata;;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;Cuidado del medio ambiente;La lluvia  y la distancia;C;Masculino;6,3367288;-75,5595887;14,63831309;7-15 KM;10;0;1;4808,494848;0;250041,7321
s4ojjhdbku2hv0zzcjd9ns4ojjhar58d;Envigado;6;44;0;0;0;0;0;0;0;0;Bus o colectivo;;85;Tren;;;60;Gasolina;;2400;88000;2014;;;;;;5000;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;na;0;0;Taxi;;No requiero desplazarme;;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;RAPIDEZ Y ECONOMIA;NO;D;Femenino;6,1746813;-75,5907574;8,268886395;7-15 KM;10;0;0;0;0;0
s5mav12d1ym8dv9ciu98s5mavt0h1wia;Medellín;3;36;1;1;1;1;1;0;0;1;Bus o colectivo;;50;Carro propio uso individual;;;40;Gasolina;;1400;10000;2018;;;;;;15000;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;Para mi esta muy bien este medotodo de trabajo, he podido establecer hábitos saludables como hacer ejercicio, tomar meditación. puedo compartir con mi hijo y en general me ha encantado este modo de trabajo;1;;Taxi;;A pie o caminata;;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;me da miedo el viaje en bici desde mi casa hasta el trabajodepronto desde otro punto mas erca me atreva atreva sin sentir que me expongo tantodebido a que hay unas partes que no me siento tan segura para transitar;la inseguridad;D;Femenino;6,2202977;-75,598193;4,449950151;1-5 KM;10;0;1;1461,750561;0;76011,02917
s5rxe04urtt5q6by9s66zhqxls5rxe04;Medellín;3;41;1;1;1;1;1;1;0;1;Bus o colectivo;;40;Transporte integrado;;;50;;;;;;;;;;;4600;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;por la situación actual en el pais;0;0;Taxi;;No requiero desplazarme;;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;medio ambiente;ninguno;A;Femenino;6,1671427;-75,5834126;6,395118693;5-7 KM;12;0;1;2520,855655;0;131084,4941
s61e9jwrpwvzt3s61gg59hshpwo9zqnj;Caldas;2;29;1;1;1;1;1;1;0;0;Bus o colectivo;;90;No utilizo otros medios de transporte;;;;;;;;;;;;;;11500;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;por cuidar a mi bebe de 4 años y estar pendiente de sus actividades de prejardin;0;0;Taxi;;;almuerzo en la sede;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;me gustaría el medio de transporte donde no haya mucha circulación de personas;no;A;Femenino;6,1112093;-75,6397896;14,4350906;7-15 KM;12;0;0;5690,086694;0;295884,5081
s6dlg5tsjwg6kzrn0qbi0s6dlg5tvtal;Medellín;3;54;0;0;0;0;0;0;0;0;Bus o colectivo;;1;;taxi;;1;;;;;;;;;;;5000;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;todo lo enumerado anteriormente;0;2;;es esporadico en taxi;;no aplica en mi caso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;no;uber o otros similares;D;Femenino;6,2764043;-75,5971168;4,781399357;1-5 KM;10;2;0;0;0;0
s6tk8uzl5gqd146te0s6tk8uyoc6rio0;Medellín;5;37;0;0;0;0;0;0;0;0;Motocicleta 4T;;30;No utilizo otros medios de transporte;;;;Gasolina;;200;25000;2008;25000;0;100000;1000000;3000000;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;;0;0;;NO;Motocicleta 4T;;1;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;SALUD Y MEDIO AMBIENTE;COSTOS;C;Masculino;6,2735864;-75,5854064;7,327936736;7-15 KM;10;0;0;0;0;0
s7c8a4ic34npwmmz9241s7c8c60fdmhc;Medellín;2;36;0;0;1;0;0;1;0;0;Bus o colectivo;;25;Taxi;;;15;Diesel;;1600;1000;0;;;;;;4800;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;MONOS RIESGO DE EXPOSICION;0;0;;NINGUNO;;NINGUNO;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;ES EL MEDIO DE TRANSPORTE AL QUE TENGO MAS FACIL ACCESO;EL CONTACTO CON OTRO USUARIOS;D;Femenino;6,2317421;-75,554239;2,068402533;1-5 KM;4;0;0;271,7772972;0;14132,41946
s7krnoftv8v79h1hs7kg7tkowk6t0mj2;Medellín;3;29;1;1;1;1;1;0;0;1;Bus o colectivo;;60;Taxi;;;30;;;;;;;;;;;10000;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;Es mas eficiente por el tiempo en desplazamientos y por que hay menos estrés ya que no hay que esperar tiempo en el transporte público.;0;0;Taxi;;No requiero desplazarme;;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;Economía;Quisiera tener mi carro propio ya que también estudio y en los desplazamientos me demoro mucho y gasto mucho dinero, por eso estoy pensando en la posibilidad de tener carro propio.;A;Femenino;6,2362064;-75,5590131;2,175825539;1-5 KM;10;0;1;714,7302991;0;37165,97555
s8m62rlq2q6ytsayjipe73s8m62rbmmj;Medellín;3;23;1;1;1;1;1;0;0;0;Bus o colectivo;;40;Alimentador de sistema masivo;;;50;;;;;;;;;;;2400;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;Alimentación, poder consumir los alimentos recién preparados;0;2;Alimentador de sistema masivo;;No requiero desplazarme;;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;Conciencia ambiental;Acceso, tiempo, desplazamientos y distancia;D;Femenino;6,2862775;-75,5546725;4,704036761;1-5 KM;10;2;0;1545,214697;427,0330374;102556,8822
s8vrnf3avnxzqmbvjvrps8vrnf3ayaku;Medellín;3;30;0;0;0;0;0;0;0;1;Motocicleta 4T;;30;No utilizo otros medios de transporte;;;;Gasolina;;200;27000;2019;80000;50000;600000;700000;2000000;0;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;1;Taxi;;Taxi;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;Congestión;A;Masculino;6,2979619;-75,5726491;8,148522844;7-15 KM;9;1;1;0;1677,743543;87242,66426
s9osnyff6npvysx7ys9osnybxjgwvjv3;Girardota;4;46;1;1;1;1;1;0;0;0;Carro propio uso individual;;20;Bus o colectivo;;;25;Gasolina;;2400;40000;2015;300000;35000;500000;2000000;2000000;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;no;1;;Taxi;;A pie o caminata;;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;realizar actividad fisica;no;D;Masculino;6,3735393;-75,4400411;19,93341348;15-30 KM;10;0;0;51451,00888;0;2675452,462
s9pet5m0d6cp9q01mfjuhs9pet5ple6c;Medellín;4;33;1;1;1;1;1;0;0;0;Tranvia;;40;Bus o colectivo;;;25;Gasolina;;1200;1800;2017;;;;;;7000;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Compartir más tiempo familia, invertir tiempo de desplazamientos en sacar adelante temas del trabajo y así tener un equilibrio tanto en la vida personal como en la laboral.;1;;A pie o caminata;;Taxi;;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;Impacto positivo al medio ambiente;Por la contingencia actual, piesno que es una de las barreras y más al tener en mi hogar una bebé.;D;Femenino;6,2691608;-75,5887352;3,561540535;1-5 KM;10;0;0;926,0005391;0;48152,02803
sa2fb5uy04kaxq133igrzsa2fboakgb5;Medellín;3;30;1;1;1;1;1;0;0;1;Carro propio uso individual;;30;Bicicleta mecanica;;;;Gasolina;;1400;192000;2007;150000;100000;1000000;2500000;1000000;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;Más tiempo de calidad en familia;0;2;Taxi;;A pie o caminata;;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;1;0;1;1;La bicicleta por un tema de salud y ejercicio;Ninguno;D;Masculino;6,250483;-75,611967;5,020609045;5-7 KM;10;2;1;10251,996;3355,487087;707589,1208
sbgkars5t2vn312z4v6asbgka4l4vzri;Medellín;3;40;0;0;0;0;0;0;0;1;Bus o colectivo;;40;Taxi;;;20;;;;;;;;;;;15000;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;Podría compartir más tiempo con mi hija, ya que me ahorraría tiempo en el desplazamiento;1;;Taxi;;No requiero desplazarme;;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;trabajar cerca de la casa;Vivir en zonas altas con pendientes;D;Femenino;6,2806736;-75,5800926;4,152869145;1-5 KM;9;0;1;0;0;0
sbr5uq53c1l32v4osbr5uq5yhybf0q9b;Medellín;1;25;1;1;1;1;1;1;0;0;Tren;;20;Cable;;;10;;nada;;;;;;;;;6000;1;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;0;0;por salud;1;;Bus o colectivo;;No requiero desplazarme;;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;por la salud;la proteccion de enfermedades;D;Femenino;6,3027027;-75,5726222;6,354643864;5-7 KM;12;0;0;2150,411484;0;111821,3971
sd91awbocts0isw46hwnssd91awboom1;Medellín;3;56;0;1;1;1;1;1;1;0;Motocicleta 4T;;30;No utilizo otros medios de transporte;;;;Gasolina;;125;49869;2009;35000;48000;350000;1200000;1800000;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;Cuidarme es cuidarnos;0;4;Motocicleta 4T;;A pie o caminata;;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;Seguridad;Evaluar ventajas y desventajas;B;Masculino;6,2824765;-75,5777438;4,27268558;1-5 KM;12;4;0;2324,231542;1178,611183;182147,8217
sds75j5rhmggeqsds75zxrh9r4kgnoaz;Medellín;4;54;1;1;1;1;1;0;0;1;Bus o colectivo;;20;Taxi;;;10;;;;;;;;;;;8000;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;0;0;Disminución de la huella de carbono, de tiempo y de costos.  Mayor posibilidad de concentración.;1;;Taxi;;No requiero desplazarme;;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;Disminuir la huella de carbono;Cuando llueve, puede ser dificil el uso del transporte público o el exceso de personas, aunque normalmente viajo sentada;D;Femenino;6,2277657;-75,558297;2,181487108;1-5 KM;10;0;1;716,5900507;0;37262,68264
semqlxd21lclyacsemqlxhgicc2c5ibq;Medellín;3;40;1;1;1;1;1;0;0;1;Carro propio uso individual;;20;Bus o colectivo;;;;Gasolina;;1000;40000;2018;120;100;800;500;5;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;Autocuidado propio y de mi Flia.;1;;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;Cambio de hábitos;Pandemia;A;Femenino;6,1706667;-75,5763477;5,934693413;5-7 KM;10;0;1;12118,54032;0;630164,0969
